"","term","description","url","package","title"
"1","library()","load R packages","https://rdrr.io/r/base/library.html","base","R4DS-2e Ch. 22"
"2","dir.create()",NA,NA,NA,"R4DS-2e Ch. 22"
"3","multi_download()",NA,NA,NA,"R4DS-2e Ch. 22"
"4","open_dataset()",NA,NA,NA,"R4DS-2e Ch. 22"
"5","schema()",NA,NA,NA,"R4DS-2e Ch. 22"
"6","string()",NA,NA,NA,"R4DS-2e Ch. 22"
"7","glimpse()",NA,NA,NA,"R4DS-2e Ch. 22"
"8","group_by()","group data by levels of column","https://dplyr.tidyverse.org/reference/group_by.html","dplyr","R4DS-2e Ch. 22"
"9","summarise()",NA,NA,NA,"R4DS-2e Ch. 22"
"10","sum()","sum elements of vector","https://rdrr.io/r/base/sum.html","base","R4DS-2e Ch. 22"
"11","arrange()","change order of rows based on values of columns","https://dplyr.tidyverse.org/reference/arrange.html","dplyr","R4DS-2e Ch. 22"
"12","collect()","retrieve data from a database into a local tibble","https://dplyr.tidyverse.org/reference/compute.html","dplyr","R4DS-2e Ch. 22"
"13","write_dataset()",NA,NA,NA,"R4DS-2e Ch. 22"
"14","tibble()","create tibble","https://tibble.tidyverse.org/reference/tibble.html","tibble","R4DS-2e Ch. 22"
"15","list.files()",NA,NA,NA,"R4DS-2e Ch. 22"
"16","file.size()",NA,NA,NA,"R4DS-2e Ch. 22"
"17","file.path()",NA,NA,NA,"R4DS-2e Ch. 22"
"18","filter()","keep rows based on values of columns","https://dplyr.tidyverse.org/reference/filter.html","dplyr","R4DS-2e Ch. 22"
"19","summarize()","summarize data usually by grouping variable","https://dplyr.tidyverse.org/reference/summarise.html","dplyr","R4DS-2e Ch. 22"
"20","desc()","order in descending order","https://dplyr.tidyverse.org/reference/desc.html","dplyr","R4DS-2e Ch. 22"
"21","system.time()",NA,NA,NA,"R4DS-2e Ch. 22"
"22","to_duckdb()",NA,NA,NA,"R4DS-2e Ch. 22"
"23","arrow()","plot arrows","https://rdrr.io/r/grid/arrow.html","grid","R4DS-2e Ch. 22"
