"","term","description","url","package","title"
"1","group_by()","group data by levels of column","https://dplyr.tidyverse.org/reference/group_by.html","dplyr","psyteachr_fqa Ch. 12"
"2","summarise()",NA,NA,NA,"psyteachr_fqa Ch. 12"
"3","round()","round values to specified number of digits","https://rdrr.io/r/base/Round.html","base","psyteachr_fqa Ch. 12"
"4","mean()","calculate mean of elements of vector","https://rdrr.io/r/base/mean.html","base","psyteachr_fqa Ch. 12"
"5","sd()","compute standard deviation","https://rdrr.io/r/stats/sd.html","stats","psyteachr_fqa Ch. 12"
"6","sqrt()",NA,NA,NA,"psyteachr_fqa Ch. 12"
"7","length()","return number of elements in a vector","https://rdrr.io/r/base/length.html","base","psyteachr_fqa Ch. 12"
"8","aov_ez()",NA,NA,NA,"psyteachr_fqa Ch. 12"
"9","tidy()","turn object into tidy tibble","https://generics.r-lib.org/reference/tidy.html","generics","psyteachr_fqa Ch. 12"
"10","plot()",NA,NA,NA,"psyteachr_fqa Ch. 12"
"11","count()","count unique values of variables","https://dplyr.tidyverse.org/reference/count.html","dplyr","psyteachr_fqa Ch. 12"
"12","filter()","keep rows based on values of columns","https://dplyr.tidyverse.org/reference/filter.html","dplyr","psyteachr_fqa Ch. 12"
"13","c()","create vector of numbers, characters, etc.","https://rdrr.io/r/base/c.html","base","psyteachr_fqa Ch. 12"
"14","droplevels()",NA,NA,NA,"psyteachr_fqa Ch. 12"
"15","t.test()","computer one and two sample Student’s t-test on vectors of data","https://rdrr.io/r/stats/t.test.html","stats","psyteachr_fqa Ch. 12"
"16","emmeans()",NA,NA,NA,"psyteachr_fqa Ch. 12"
"17","pwr.anova.test()",NA,NA,NA,"psyteachr_fqa Ch. 12"
"18","cohens_d()",NA,NA,NA,"psyteachr_fqa Ch. 12"
"19","bind_rows()","bind rows in dplyr","https://dplyr.tidyverse.org/reference/bind.html","dplyr","psyteachr_fqa Ch. 12"
"20","bind_cols()","bind columns in dplyr","https://dplyr.tidyverse.org/reference/bind.html","dplyr","psyteachr_fqa Ch. 12"
"21","aov()",NA,NA,NA,"psyteachr_fqa Ch. 12"
"22","contrasts()",NA,NA,NA,"psyteachr_fqa Ch. 12"
