"","term","description","url","package","title"
"1","library()","load R packages","https://rdrr.io/r/base/library.html","base","psyteachr_fqa Ch. 11"
"2","read_csv()","read comma delimited files","https://readr.tidyverse.org/reference/read_delim.html","readr","psyteachr_fqa Ch. 11"
"3","mutate()","create or modify data columns","https://dplyr.tidyverse.org/reference/mutate.html","dplyr","psyteachr_fqa Ch. 11"
"4","case_match()",NA,NA,NA,"psyteachr_fqa Ch. 11"
"5","summary()","return summary of model fitting functions","https://rdrr.io/r/base/summary.html","base","psyteachr_fqa Ch. 11"
"6","drop_na()","drop rows containing missing values","https://tidyr.tidyverse.org/reference/drop_na.html","tidyr","psyteachr_fqa Ch. 11"
"7","nrow()","return number of rows in matrix, data frame, etc.","https://rdrr.io/r/base/nrow.html","base","psyteachr_fqa Ch. 11"
"8","select()","keep specified columns","https://dplyr.tidyverse.org/reference/select.html","dplyr","psyteachr_fqa Ch. 11"
"9","ggplot()","create a plotting area","https://ggplot2.tidyverse.org/reference/ggplot.html","ggplot2","psyteachr_fqa Ch. 11"
"10","aes()","create aesthetic mappings between data and plot","https://ggplot2.tidyverse.org/reference/aes.html","ggplot2","psyteachr_fqa Ch. 11"
"11","geom_boxplot()","add layer of boxplots to plot","https://ggplot2.tidyverse.org/reference/geom_boxplot.html","ggplot2","psyteachr_fqa Ch. 11"
"12","scale_y_continuous()","scale y axis to be continuous","https://ggplot2.tidyverse.org/reference/scale_continuous.html","ggplot2","psyteachr_fqa Ch. 11"
"13","c()","create vector of numbers, characters, etc.","https://rdrr.io/r/base/c.html","base","psyteachr_fqa Ch. 11"
"14","seq()","create sequences of numbers","https://rdrr.io/r/base/seq.html","base","psyteachr_fqa Ch. 11"
"15","geom_hline()","plot horizontal reference line","https://ggplot2.tidyverse.org/reference/geom_abline.html","ggplot2","psyteachr_fqa Ch. 11"
"16","group_by()","group data by levels of column","https://dplyr.tidyverse.org/reference/group_by.html","dplyr","psyteachr_fqa Ch. 11"
"17","summarise()",NA,NA,NA,"psyteachr_fqa Ch. 11"
"18","median()","compute sample median","https://rdrr.io/r/stats/median.html","stats","psyteachr_fqa Ch. 11"
"19","mad()",NA,NA,NA,"psyteachr_fqa Ch. 11"
"20","inner_join()","join two data sets keeping the observations that they have in common","https://dplyr.tidyverse.org/reference/mutate-joins.html","dplyr","psyteachr_fqa Ch. 11"
"21","case_when()","conditionally set values across multiple conditions","https://dplyr.tidyverse.org/reference/case_when.html","dplyr","psyteachr_fqa Ch. 11"
"22","geom_point()","add layer of points to plot","https://ggplot2.tidyverse.org/reference/geom_point.html","ggplot2","psyteachr_fqa Ch. 11"
"23","filter()","keep rows based on values of columns","https://dplyr.tidyverse.org/reference/filter.html","dplyr","psyteachr_fqa Ch. 11"
"24","lm()","fit linear model","https://rdrr.io/r/stats/lm.html","stats","psyteachr_fqa Ch. 11"
"25","par()",NA,NA,NA,"psyteachr_fqa Ch. 11"
"26","plot()",NA,NA,NA,"psyteachr_fqa Ch. 11"
"27","rank()","return sample ranks of the values in a vector","https://rdrr.io/r/base/rank.html","base","psyteachr_fqa Ch. 11"
