"","term","description","url","package","title"
"1","library()","load R packages","https://rdrr.io/r/base/library.html","base","R4DS-2e Ch. 01"
"2","glimpse()",NA,NA,NA,"R4DS-2e Ch. 01"
"3","ggplot()","create a plotting area","https://ggplot2.tidyverse.org/reference/ggplot.html","ggplot2","R4DS-2e Ch. 01"
"4","aes()","create aesthetic mappings between data and plot","https://ggplot2.tidyverse.org/reference/aes.html","ggplot2","R4DS-2e Ch. 01"
"5","geom_point()","add layer of points to plot","https://ggplot2.tidyverse.org/reference/geom_point.html","ggplot2","R4DS-2e Ch. 01"
"6","geom_smooth()","create smoothed lines to plot","https://ggplot2.tidyverse.org/reference/geom_smooth.html","ggplot2","R4DS-2e Ch. 01"
"7","labs()","modify axis, legend, and plot labels","https://ggplot2.tidyverse.org/reference/labs.html","ggplot2","R4DS-2e Ch. 01"
"8","scale_color_colorblind()",NA,NA,NA,"R4DS-2e Ch. 01"
"9","geom_bar()","create bar chart based on counts in data","https://ggplot2.tidyverse.org/reference/geom_bar.html","ggplot2","R4DS-2e Ch. 01"
"10","fct_infreq()","reorder factor levels in the order of most to least frequent","https://forcats.tidyverse.org/reference/fct_inorder.html","forcats","R4DS-2e Ch. 01"
"11","geom_histogram()","create histogram of counts as bars","https://ggplot2.tidyverse.org/reference/geom_histogram.html","ggplot2","R4DS-2e Ch. 01"
"12","geom_density()",NA,NA,NA,"R4DS-2e Ch. 01"
"13","geom_boxplot()","add layer of boxplots to plot","https://ggplot2.tidyverse.org/reference/geom_boxplot.html","ggplot2","R4DS-2e Ch. 01"
"14","facet_wrap()","create subplots from one variable","https://ggplot2.tidyverse.org/reference/facet_wrap.html","ggplot2","R4DS-2e Ch. 01"
"15","ggsave()","save a ggplot","https://ggplot2.tidyverse.org/reference/ggsave.html","ggplot2","R4DS-2e Ch. 01"
