"","term","description","url","package","title"
"1","library()","load R packages","https://rdrr.io/r/base/library.html","base","R4DS-2e Ch. 26"
"2","tibble()","create tibble","https://tibble.tidyverse.org/reference/tibble.html","tibble","R4DS-2e Ch. 26"
"3","rnorm()","generate random sample from normal distribution","https://rdrr.io/r/stats/Normal.html","stats","R4DS-2e Ch. 26"
"4","summarize()","summarize data usually by grouping variable","https://dplyr.tidyverse.org/reference/summarise.html","dplyr","R4DS-2e Ch. 26"
"5","n()","return current group size","https://dplyr.tidyverse.org/reference/context.html","dplyr","R4DS-2e Ch. 26"
"6","median()","compute sample median","https://rdrr.io/r/stats/median.html","stats","R4DS-2e Ch. 26"
"7","across()","apply transformation across multiple columns","https://dplyr.tidyverse.org/reference/across.html","dplyr","R4DS-2e Ch. 26"
"8","sample()","randomly sample from vector","https://rdrr.io/r/base/sample.html","base","R4DS-2e Ch. 26"
"9","group_by()","group data by levels of column","https://dplyr.tidyverse.org/reference/group_by.html","dplyr","R4DS-2e Ch. 26"
"10","everything()","select all variables","https://tidyselect.r-lib.org/reference/everything.html","tidyselect","R4DS-2e Ch. 26"
"11","c()","create vector of numbers, characters, etc.","https://rdrr.io/r/base/c.html","base","R4DS-2e Ch. 26"
"12","rep()","create repetitions of numbers, characters, etc.","https://rdrr.io/r/base/rep.html","base","R4DS-2e Ch. 26"
"13","rnorm_na()",NA,NA,NA,"R4DS-2e Ch. 26"
"14","list()","create recursive vector (list)","https://rdrr.io/r/base/list.html","base","R4DS-2e Ch. 26"
"15","sum()","sum elements of vector","https://rdrr.io/r/base/sum.html","base","R4DS-2e Ch. 26"
"16","is.na()","determine whether elements of vector are missing","https://rdrr.io/r/base/NA.html","base","R4DS-2e Ch. 26"
"17","mutate()","create or modify data columns","https://dplyr.tidyverse.org/reference/mutate.html","dplyr","R4DS-2e Ch. 26"
"18","coalesce()","combine vectors by returning the first non-missing value at each position","https://dplyr.tidyverse.org/reference/coalesce.html","dplyr","R4DS-2e Ch. 26"
"19","filter()","keep rows based on values of columns","https://dplyr.tidyverse.org/reference/filter.html","dplyr","R4DS-2e Ch. 26"
"20","if_any()","apply function to columns and return TRUE if any values are TRUE","https://dplyr.tidyverse.org/reference/across.html","dplyr","R4DS-2e Ch. 26"
"21","if_all()","apply function to columns and return TRUE if all values are TRUE","https://dplyr.tidyverse.org/reference/across.html","dplyr","R4DS-2e Ch. 26"
"22","where()",NA,NA,NA,"R4DS-2e Ch. 26"
"23","ymd()","parse dates with year, month, and day components","https://lubridate.tidyverse.org/reference/ymd.html","lubridate","R4DS-2e Ch. 26"
"24","expand_dates()",NA,NA,NA,"R4DS-2e Ch. 26"
"25","mean()","calculate mean of elements of vector","https://rdrr.io/r/base/mean.html","base","R4DS-2e Ch. 26"
"26","summarize_means()",NA,NA,NA,"R4DS-2e Ch. 26"
"27","pivot_longer()","pivot data frame to be longer","https://tidyr.tidyverse.org/reference/pivot_longer.html","tidyr","R4DS-2e Ch. 26"
"28","pivot_wider()","pivot data frame to be wider","https://tidyr.tidyverse.org/reference/pivot_wider.html","tidyr","R4DS-2e Ch. 26"
"29","runif()","generate random number from uniform distribution","https://rdrr.io/r/stats/Uniform.html","stats","R4DS-2e Ch. 26"
"30","weighted.mean()",NA,NA,NA,"R4DS-2e Ch. 26"
"31","pick()",NA,NA,NA,"R4DS-2e Ch. 26"
"32","select()","keep specified columns","https://dplyr.tidyverse.org/reference/select.html","dplyr","R4DS-2e Ch. 26"
"33","any()","assess whether conditional is true for any elements of a vector","https://rdrr.io/r/base/any.html","base","R4DS-2e Ch. 26"
"34","show_missing()",NA,NA,NA,"R4DS-2e Ch. 26"
"35","list.files()",NA,NA,NA,"R4DS-2e Ch. 26"
"36","map()","apply a function to multiple elements of an object in purrr, return a list","https://purrr.tidyverse.org/reference/map.html","purrr","R4DS-2e Ch. 26"
"37","length()","return number of elements in a vector","https://rdrr.io/r/base/length.html","base","R4DS-2e Ch. 26"
"38","list_rbind()",NA,NA,NA,"R4DS-2e Ch. 26"
"39","read_excel()","import either xls or xlsx Excel files","https://readxl.tidyverse.org/reference/read_excel.html","readxl","R4DS-2e Ch. 26"
"40","set_names()","set names of object","https://magrittr.tidyverse.org/reference/aliases.html","magrittr","R4DS-2e Ch. 26"
"41","parse_number()","parse a character vector to numbers","https://readr.tidyverse.org/reference/parse_atomic.html","readr","R4DS-2e Ch. 26"
"42","separate_wider_delim()",NA,NA,NA,"R4DS-2e Ch. 26"
"43","write_csv()","write data frame to comma delimited file","https://readr.tidyverse.org/reference/write_delim.html","readr","R4DS-2e Ch. 26"
"44","names()","return (and can assign) column names","https://rdrr.io/r/base/names.html","base","R4DS-2e Ch. 26"
"45","map_chr()","apply a function to multiple elements of an object in purrr, return a character vector","https://purrr.tidyverse.org/reference/map.html","purrr","R4DS-2e Ch. 26"
"46","map_int()","apply a function to multiple elements of an object in purrr, return a integer vector","https://purrr.tidyverse.org/reference/map.html","purrr","R4DS-2e Ch. 26"
"47","df_types()",NA,NA,NA,"R4DS-2e Ch. 26"
"48","possibly()","safely return result or default when there is an error","https://purrr.tidyverse.org/reference/safely.html","purrr","R4DS-2e Ch. 26"
"49","map_vec()",NA,NA,NA,"R4DS-2e Ch. 26"
"50","dbConnect()","create connection to database","https://dbi.r-dbi.org/reference/dbconnect","DBI","R4DS-2e Ch. 26"
"51","duckdb()",NA,NA,NA,"R4DS-2e Ch. 26"
"52","dbCreateTable()",NA,NA,NA,"R4DS-2e Ch. 26"
"53","tbl()","create a database table from data source","https://dplyr.tidyverse.org/reference/tbl.html","dplyr","R4DS-2e Ch. 26"
"54","basename()",NA,NA,NA,"R4DS-2e Ch. 26"
"55","dbAppendTable()",NA,NA,NA,"R4DS-2e Ch. 26"
"56","walk()","apply a function to multiple elements of an object to obtain side effects","https://purrr.tidyverse.org/reference/map.html","purrr","R4DS-2e Ch. 26"
"57","count()","count unique values of variables","https://dplyr.tidyverse.org/reference/count.html","dplyr","R4DS-2e Ch. 26"
"58","group_nest()",NA,NA,NA,"R4DS-2e Ch. 26"
"59","str_glue()","format and interpolate a string with glue","https://stringr.tidyverse.org/reference/str_glue.html","stringr","R4DS-2e Ch. 26"
"60","walk2()","apply multiple functions over two arguments in parallel, only for side effects","https://purrr.tidyverse.org/reference/map2.html","purrr","R4DS-2e Ch. 26"
"61","ggplot()","create a plotting area","https://ggplot2.tidyverse.org/reference/ggplot.html","ggplot2","R4DS-2e Ch. 26"
"62","aes()","create aesthetic mappings between data and plot","https://ggplot2.tidyverse.org/reference/aes.html","ggplot2","R4DS-2e Ch. 26"
"63","geom_histogram()","create histogram of counts as bars","https://ggplot2.tidyverse.org/reference/geom_histogram.html","ggplot2","R4DS-2e Ch. 26"
"64","carat_histogram()",NA,NA,NA,"R4DS-2e Ch. 26"
"65","ggsave()","save a ggplot","https://ggplot2.tidyverse.org/reference/ggsave.html","ggplot2","R4DS-2e Ch. 26"
"66","sd()","compute standard deviation","https://rdrr.io/r/stats/sd.html","stats","R4DS-2e Ch. 26"
"67","is.Date()",NA,NA,NA,"R4DS-2e Ch. 26"
"68","year()","return or set year component of a date-time","https://lubridate.tidyverse.org/reference/year.html","lubridate","R4DS-2e Ch. 26"
"69","month()","return or set month component of a date-time","https://lubridate.tidyverse.org/reference/month.html","lubridate","R4DS-2e Ch. 26"
"70","mday()","extract day number of month","https://lubridate.tidyverse.org/reference/day.html","lubridate","R4DS-2e Ch. 26"
