"","term","description","url","package","title"
"1","glimpse()",NA,NA,NA,"psyteachr_fqa Ch. 05"
"2","mutate()","create or modify data columns","https://dplyr.tidyverse.org/reference/mutate.html","dplyr","psyteachr_fqa Ch. 05"
"3","case_match()",NA,NA,NA,"psyteachr_fqa Ch. 05"
"4","filter()","keep rows based on values of columns","https://dplyr.tidyverse.org/reference/filter.html","dplyr","psyteachr_fqa Ch. 05"
"5","c()","create vector of numbers, characters, etc.","https://rdrr.io/r/base/c.html","base","psyteachr_fqa Ch. 05"
"6","count()","count unique values of variables","https://dplyr.tidyverse.org/reference/count.html","dplyr","psyteachr_fqa Ch. 05"
"7","summarise()",NA,NA,NA,"psyteachr_fqa Ch. 05"
"8","n()","return current group size","https://dplyr.tidyverse.org/reference/context.html","dplyr","psyteachr_fqa Ch. 05"
"9","mean()","calculate mean of elements of vector","https://rdrr.io/r/base/mean.html","base","psyteachr_fqa Ch. 05"
"10","group_by()","group data by levels of column","https://dplyr.tidyverse.org/reference/group_by.html","dplyr","psyteachr_fqa Ch. 05"
"11","str()","return object structure","https://rdrr.io/r/utils/str.html","utils","psyteachr_fqa Ch. 05"
"12","sum()","sum elements of vector","https://rdrr.io/r/base/sum.html","base","psyteachr_fqa Ch. 05"
