"","term","description","url","package","title"
"1","library()","load R packages","https://rdrr.io/r/base/library.html","base","R4DS-2e Ch. 09"
"2","ggplot()","create a plotting area","https://ggplot2.tidyverse.org/reference/ggplot.html","ggplot2","R4DS-2e Ch. 09"
"3","aes()","create aesthetic mappings between data and plot","https://ggplot2.tidyverse.org/reference/aes.html","ggplot2","R4DS-2e Ch. 09"
"4","geom_point()","add layer of points to plot","https://ggplot2.tidyverse.org/reference/geom_point.html","ggplot2","R4DS-2e Ch. 09"
"5","geom_smooth()","create smoothed lines to plot","https://ggplot2.tidyverse.org/reference/geom_smooth.html","ggplot2","R4DS-2e Ch. 09"
"6","filter()","keep rows based on values of columns","https://dplyr.tidyverse.org/reference/filter.html","dplyr","R4DS-2e Ch. 09"
"7","geom_histogram()","create histogram of counts as bars","https://ggplot2.tidyverse.org/reference/geom_histogram.html","ggplot2","R4DS-2e Ch. 09"
"8","geom_density()",NA,NA,NA,"R4DS-2e Ch. 09"
"9","geom_boxplot()","add layer of boxplots to plot","https://ggplot2.tidyverse.org/reference/geom_boxplot.html","ggplot2","R4DS-2e Ch. 09"
"10","geom_density_ridges()",NA,NA,NA,"R4DS-2e Ch. 09"
"11","facet_wrap()","create subplots from one variable","https://ggplot2.tidyverse.org/reference/facet_wrap.html","ggplot2","R4DS-2e Ch. 09"
"12","facet_grid()","create grid of subplots from multiple variables","https://ggplot2.tidyverse.org/reference/facet_grid.html","ggplot2","R4DS-2e Ch. 09"
"13","geom_bar()","create bar chart based on counts in data","https://ggplot2.tidyverse.org/reference/geom_bar.html","ggplot2","R4DS-2e Ch. 09"
"14","count()","count unique values of variables","https://dplyr.tidyverse.org/reference/count.html","dplyr","R4DS-2e Ch. 09"
"15","after_stat()","evaluate aesthetic mapping after statistical transformation","https://ggplot2.tidyverse.org/reference/aes_eval.html","ggplot2","R4DS-2e Ch. 09"
"16","stat_summary()","summarize y values for each x value","https://ggplot2.tidyverse.org/reference/stat_summary.html","ggplot2","R4DS-2e Ch. 09"
"17","map_data()",NA,NA,NA,"R4DS-2e Ch. 09"
"18","geom_polygon()","add layer of polygons to plot","https://ggplot2.tidyverse.org/reference/geom_polygon.html","ggplot2","R4DS-2e Ch. 09"
"19","coord_quickmap()","set aspect ratio correctly for maps","https://ggplot2.tidyverse.org/reference/coord_map.html","ggplot2","R4DS-2e Ch. 09"
"20","theme()","customize non-data components of plot","https://ggplot2.tidyverse.org/reference/theme.html","ggplot2","R4DS-2e Ch. 09"
"21","coord_flip()","switch x and y axes","https://ggplot2.tidyverse.org/reference/coord_flip.html","ggplot2","R4DS-2e Ch. 09"
"22","coord_polar()","use polar coordinates","https://ggplot2.tidyverse.org/reference/coord_polar.html","ggplot2","R4DS-2e Ch. 09"
"23","geom_abline()","add vertical, horizontal, or diagonal reference lines","https://ggplot2.tidyverse.org/reference/geom_abline.html","ggplot2","R4DS-2e Ch. 09"
"24","coord_fixed()","force aspect ratio between data units on axes","https://ggplot2.tidyverse.org/reference/coord_fixed.html","ggplot2","R4DS-2e Ch. 09"
"25","class()","return object class","https://rdrr.io/r/base/class.html","base","R4DS-2e Ch. 09"
"26","cut()","divide range of vector into intervals","https://rdrr.io/r/base/cut.html","base","R4DS-2e Ch. 09"
"27","n()","return current group size","https://dplyr.tidyverse.org/reference/context.html","dplyr","R4DS-2e Ch. 09"
"28","min()","compute minima of input values","https://rdrr.io/r/base/Extremes.html","base","R4DS-2e Ch. 09"
"29","max()","compute maxima of input values","https://rdrr.io/r/base/Extremes.html","base","R4DS-2e Ch. 09"
"30","median()","compute sample median","https://rdrr.io/r/stats/median.html","stats","R4DS-2e Ch. 09"
